freq,unit,mot_nrg,geo,time,value
A,NR,ELC_DIE_PI,SE,2019,913
A,NR,ELC_DIE_PI,SE,2020,2970
A,NR,ELC_DIE_PI,SE,2021,3979
A,NR,ELC_DIE_PI,SE,2022,2620
A,NR,ELC_DIE_PI,SE,2023,1705
A,NR,ELC_DIE_PI,SE,2024,3373
A,NR,ELC_DIE_PI,SI,2022,0
A,NR,ELC_DIE_PI,SI,2023,0
A,NR,ELC_DIE_PI,SI,2024,0
A,NR,ELC_DIE_PI,SK,2022,100
A,NR,ELC_DIE_PI,SK,2023,0
A,NR,ELC_DIE_PI,SK,2024,143
A,NR,ELC_PET_HYB,AT,2015,1893
A,NR,ELC_PET_HYB,AT,2016,3305
A,NR,ELC_PET_HYB,AT,2017,6529
A,NR,ELC_PET_HYB,AT,2018,6135
A,NR,ELC_PET_HYB,AT,2019,10237
A,NR,ELC_PET_HYB,AT,2020,18178
A,NR,ELC_PET_HYB,AT,2021,29451
A,NR,ELC_PET_HYB,AT,2022,28238
A,NR,ELC_PET_HYB,AT,2023,36705
A,NR,ELC_PET_HYB,AT,2024,51611
A,NR,ELC_PET_HYB,BE,2015,8352
A,NR,ELC_PET_HYB,BE,2016,15692
A,NR,ELC_PET_HYB,BE,2017,23458
A,NR,ELC_PET_HYB,BE,2018,23510
A,NR,ELC_PET_HYB,BE,2019,28998
A,NR,ELC_PET_HYB,BE,2020,56502
A,NR,ELC_PET_HYB,BE,2021,93969
A,NR,ELC_PET_HYB,BE,2022,65146
A,NR,ELC_PET_HYB,BE,2023,86480
A,NR,ELC_PET_HYB,BE,2024,103003
A,NR,ELC_PET_HYB,BG,2020,429
A,NR,ELC_PET_HYB,BG,2021,636
A,NR,ELC_PET_HYB,BG,2022,386
A,NR,ELC_PET_HYB,BG,2023,693
A,NR,ELC_PET_HYB,BG,2024,1005
A,NR,ELC_PET_HYB,CY,2015,202
A,NR,ELC_PET_HYB,CY,2016,381
A,NR,ELC_PET_HYB,CY,2017,759
A,NR,ELC_PET_HYB,CY,2018,983
A,NR,ELC_PET_HYB,CY,2019,1052
A,NR,ELC_PET_HYB,CY,2020,1424
A,NR,ELC_PET_HYB,CY,2021,2990
A,NR,ELC_PET_HYB,CY,2022,4022
A,NR,ELC_PET_HYB,CY,2023,5157
A,NR,ELC_PET_HYB,CY,2024,5987
A,NR,ELC_PET_HYB,CZ,2020,12769
A,NR,ELC_PET_HYB,CZ,2021,3078
A,NR,ELC_PET_HYB,CZ,2022,13191
A,NR,ELC_PET_HYB,CZ,2023,27412
A,NR,ELC_PET_HYB,CZ,2024,2624
A,NR,ELC_PET_HYB,DE,2017,54009
A,NR,ELC_PET_HYB,DE,2018,81503
A,NR,ELC_PET_HYB,DE,2019,123799
A,NR,ELC_PET_HYB,DE,2020,220385
A,NR,ELC_PET_HYB,DE,2021,285898
A,NR,ELC_PET_HYB,DE,2022,312090
A,NR,ELC_PET_HYB,DE,2023,456426
A,NR,ELC_PET_HYB,DE,2024,571488
A,NR,ELC_PET_HYB,DK,2020,9415
A,NR,ELC_PET_HYB,DK,2021,8539
A,NR,ELC_PET_HYB,DK,2022,22790
A,NR,ELC_PET_HYB,DK,2023,24237
A,NR,ELC_PET_HYB,DK,2024,25631
A,NR,ELC_PET_HYB,EE,2015,351
A,NR,ELC_PET_HYB,EE,2016,771
A,NR,ELC_PET_HYB,EE,2017,1186
A,NR,ELC_PET_HYB,EE,2018,1512
A,NR,ELC_PET_HYB,EE,2019,2582
A,NR,ELC_PET_HYB,EE,2020,2582
A,NR,ELC_PET_HYB,EE,2021,5376
A,NR,ELC_PET_HYB,EE,2022,5933
A,NR,ELC_PET_HYB,EE,2023,7908
A,NR,ELC_PET_HYB,EE,2024,10369
A,NR,ELC_PET_HYB,EL,2021,26319
A,NR,ELC_PET_HYB,EL,2022,27607
A,NR,ELC_PET_HYB,EL,2023,39792
A,NR,ELC_PET_HYB,EL,2024,56254
A,NR,ELC_PET_HYB,ES,2015,7156
A,NR,ELC_PET_HYB,ES,2016,30431
A,NR,ELC_PET_HYB,ES,2017,55236
A,NR,ELC_PET_HYB,ES,2018,73544
A,NR,ELC_PET_HYB,ES,2019,92605
A,NR,ELC_PET_HYB,ES,2020,112546
A,NR,ELC_PET_HYB,ES,2021,182089
A,NR,ELC_PET_HYB,ES,2022,207950
A,NR,ELC_PET_HYB,ES,2023,263300
A,NR,ELC_PET_HYB,ES,2024,350144
A,NR,ELC_PET_HYB,FI,2015,2817
A,NR,ELC_PET_HYB,FI,2016,4668
A,NR,ELC_PET_HYB,FI,2017,8512
A,NR,ELC_PET_HYB,FI,2018,11631
A,NR,ELC_PET_HYB,FI,2019,14582
A,NR,ELC_PET_HYB,FI,2020,17373
A,NR,ELC_PET_HYB,FI,2021,25874
A,NR,ELC_PET_HYB,FI,2022,24083
A,NR,ELC_PET_HYB,FI,2023,19097
A,NR,ELC_PET_HYB,FI,2024,22114
A,NR,ELC_PET_HYB,FR,2015,35950
A,NR,ELC_PET_HYB,FR,2016,46301
A,NR,ELC_PET_HYB,FR,2017,70320
A,NR,ELC_PET_HYB,FR,2018,90727
A,NR,ELC_PET_HYB,FR,2019,97951
A,NR,ELC_PET_HYB,FR,2020,149738
A,NR,ELC_PET_HYB,FR,2021,262497
A,NR,ELC_PET_HYB,FR,2022,316690
A,NR,ELC_PET_HYB,FR,2023,420146
A,NR,ELC_PET_HYB,FR,2024,585851
A,NR,ELC_PET_HYB,HR,2020,2180
A,NR,ELC_PET_HYB,HR,2022,6780
A,NR,ELC_PET_HYB,HR,2023,10411
A,NR,ELC_PET_HYB,HR,2024,5248
A,NR,ELC_PET_HYB,HU,2015,829
A,NR,ELC_PET_HYB,HU,2016,1810
A,NR,ELC_PET_HYB,HU,2017,3960
A,NR,ELC_PET_HYB,HU,2018,6163
A,NR,ELC_PET_HYB,HU,2019,9197
A,NR,ELC_PET_HYB,HU,2020,28216
A,NR,ELC_PET_HYB,HU,2021,40823
A,NR,ELC_PET_HYB,HU,2022,36898
A,NR,ELC_PET_HYB,HU,2023,39039
A,NR,ELC_PET_HYB,HU,2024,50963
A,NR,ELC_PET_HYB,IE,2017,4482
A,NR,ELC_PET_HYB,IE,2018,6977
A,NR,ELC_PET_HYB,IE,2019,10789
A,NR,ELC_PET_HYB,IE,2020,10553
A,NR,ELC_PET_HYB,IE,2021,17110
A,NR,ELC_PET_HYB,IE,2022,20331
A,NR,ELC_PET_HYB,IE,2023,19541
A,NR,ELC_PET_HYB,IE,2024,26025
A,NR,ELC_PET_HYB,IT,2021,363948
A,NR,ELC_PET_HYB,IT,2022,400850
A,NR,ELC_PET_HYB,IT,2023,498069
A,NR,ELC_PET_HYB,IT,2024,553291
A,NR,ELC_PET_HYB,LT,2015,94
A,NR,ELC_PET_HYB,LT,2016,235
A,NR,ELC_PET_HYB,LT,2017,501
A,NR,ELC_PET_HYB,LT,2018,2304
A,NR,ELC_PET_HYB,LT,2019,3200
A,NR,ELC_PET_HYB,LT,2020,7998
A,NR,ELC_PET_HYB,LT,2021,9085
A,NR,ELC_PET_HYB,LT,2022,8009
A,NR,ELC_PET_HYB,LT,2023,9767
A,NR,ELC_PET_HYB,LT,2024,11514
A,NR,ELC_PET_HYB,LU,2015,401
A,NR,ELC_PET_HYB,LU,2016,615
A,NR,ELC_PET_HYB,LU,2017,850
A,NR,ELC_PET_HYB,LU,2018,941
A,NR,ELC_PET_HYB,LU,2019,1439
A,NR,ELC_PET_HYB,LU,2020,2594
A,NR,ELC_PET_HYB,LU,2021,4468
A,NR,ELC_PET_HYB,LU,2022,5336
A,NR,ELC_PET_HYB,LU,2023,6859
A,NR,ELC_PET_HYB,LU,2024,8264
A,NR,ELC_PET_HYB,LV,2015,9
A,NR,ELC_PET_HYB,LV,2016,18
A,NR,ELC_PET_HYB,LV,2017,17
A,NR,ELC_PET_HYB,LV,2018,18
A,NR,ELC_PET_HYB,LV,2019,14
A,NR,ELC_PET_HYB,LV,2020,78
A,NR,ELC_PET_HYB,LV,2021,147
A,NR,ELC_PET_HYB,LV,2022,4532
A,NR,ELC_PET_HYB,LV,2023,5509
A,NR,ELC_PET_HYB,LV,2024,6393
A,NR,ELC_PET_HYB,MT,2015,48
A,NR,ELC_PET_HYB,MT,2016,119
A,NR,ELC_PET_HYB,MT,2017,225
A,NR,ELC_PET_HYB,MT,2018,522
A,NR,ELC_PET_HYB,MT,2019,715
A,NR,ELC_PET_HYB,MT,2020,426
A,NR,ELC_PET_HYB,MT,2021,872
A,NR,ELC_PET_HYB,MT,2022,1316
A,NR,ELC_PET_HYB,MT,2023,1731
A,NR,ELC_PET_HYB,MT,2024,1458
A,NR,ELC_PET_HYB,NL,2015,56219
A,NR,ELC_PET_HYB,NL,2016,29916
A,NR,ELC_PET_HYB,NL,2017,20732
A,NR,ELC_PET_HYB,NL,2018,26173
A,NR,ELC_PET_HYB,NL,2019,33741
A,NR,ELC_PET_HYB,NL,2020,62474
A,NR,ELC_PET_HYB,NL,2021,71538
A,NR,ELC_PET_HYB,NL,2022,77648
A,NR,ELC_PET_HYB,NL,2023,89982
A,NR,ELC_PET_HYB,NL,2024,107350
A,NR,ELC_PET_HYB,PL,2015,2138
A,NR,ELC_PET_HYB,PL,2016,3788
A,NR,ELC_PET_HYB,PL,2017,6338
A,NR,ELC_PET_HYB,PL,2018,9113
A,NR,ELC_PET_HYB,PL,2019,15713
A,NR,ELC_PET_HYB,PL,2020,28785
A,NR,ELC_PET_HYB,PL,2021,44788
A,NR,ELC_PET_HYB,PL,2022,53314
A,NR,ELC_PET_HYB,PL,2023,75674
A,NR,ELC_PET_HYB,PL,2024,98947
A,NR,ELC_PET_HYB,PT,2017,4317
A,NR,ELC_PET_HYB,PT,2018,6726
A,NR,ELC_PET_HYB,PT,2019,8546
A,NR,ELC_PET_HYB,PT,2020,9635
A,NR,ELC_PET_HYB,PT,2021,14969
A,NR,ELC_PET_HYB,PT,2022,19822
A,NR,ELC_PET_HYB,PT,2023,25199
A,NR,ELC_PET_HYB,PT,2024,31965
A,NR,ELC_PET_HYB,RO,2015,43
A,NR,ELC_PET_HYB,RO,2016,955
A,NR,ELC_PET_HYB,RO,2017,1890
A,NR,ELC_PET_HYB,RO,2018,3713
A,NR,ELC_PET_HYB,RO,2019,6754
A,NR,ELC_PET_HYB,RO,2020,12181
A,NR,ELC_PET_HYB,RO,2021,24728
A,NR,ELC_PET_HYB,RO,2022,28602
A,NR,ELC_PET_HYB,RO,2023,37436
A,NR,ELC_PET_HYB,RO,2024,47943
A,NR,ELC_PET_HYB,SE,2015,8634
A,NR,ELC_PET_HYB,SE,2016,13621
A,NR,ELC_PET_HYB,SE,2017,18380
A,NR,ELC_PET_HYB,SE,2018,21006
A,NR,ELC_PET_HYB,SE,2019,28089
A,NR,ELC_PET_HYB,SE,2020,36863
A,NR,ELC_PET_HYB,SE,2021,47249
A,NR,ELC_PET_HYB,SE,2022,42514
A,NR,ELC_PET_HYB,SE,2023,26466
A,NR,ELC_PET_HYB,SE,2024,25414
A,NR,ELC_PET_HYB,SI,2020,1719
A,NR,ELC_PET_HYB,SI,2021,5783
A,NR,ELC_PET_HYB,SI,2022,6275
A,NR,ELC_PET_HYB,SI,2023,10018
A,NR,ELC_PET_HYB,SI,2024,12479
A,NR,ELC_PET_HYB,SK,2020,7263
A,NR,ELC_PET_HYB,SK,2021,15148
A,NR,ELC_PET_HYB,SK,2022,14613
A,NR,ELC_PET_HYB,SK,2023,20362
A,NR,ELC_PET_HYB,SK,2024,23761
A,NR,ELC_PET_PI,AT,2015,931
A,NR,ELC_PET_PI,AT,2016,1087
A,NR,ELC_PET_PI,AT,2017,1632
A,NR,ELC_PET_PI,AT,2018,2218
A,NR,ELC_PET_PI,AT,2019,2111
A,NR,ELC_PET_PI,AT,2020,7202
A,NR,ELC_PET_PI,AT,2021,13600
A,NR,ELC_PET_PI,AT,2022,12466
A,NR,ELC_PET_PI,AT,2023,16262
A,NR,ELC_PET_PI,AT,2024,15061
A,NR,ELC_PET_PI,BE,2022,52238
A,NR,ELC_PET_PI,BE,2023,94268
A,NR,ELC_PET_PI,BE,2024,62998
A,NR,ELC_PET_PI,BG,2020,41
A,NR,ELC_PET_PI,BG,2021,97
A,NR,ELC_PET_PI,BG,2022,141
A,NR,ELC_PET_PI,BG,2023,355
A,NR,ELC_PET_PI,BG,2024,467
A,NR,ELC_PET_PI,CY,2021,84
A,NR,ELC_PET_PI,CY,2022,231
A,NR,ELC_PET_PI,CY,2023,504
A,NR,ELC_PET_PI,CY,2024,651
A,NR,ELC_PET_PI,CZ,2020,1981
A,NR,ELC_PET_PI,CZ,2022,3166
A,NR,ELC_PET_PI,CZ,2023,4781
A,NR,ELC_PET_PI,CZ,2024,4394
A,NR,ELC_PET_PI,DE,2017,28244
A,NR,ELC_PET_PI,DE,2018,30839
A,NR,ELC_PET_PI,DE,2019,37814
A,NR,ELC_PET_PI,DE,2020,177963
A,NR,ELC_PET_PI,DE,2021,301856
A,NR,ELC_PET_PI,DE,2022,345083
A,NR,ELC_PET_PI,DE,2023,166614
A,NR,ELC_PET_PI,DE,2024,174653
A,NR,ELC_PET_PI,DK,2015,406
A,NR,ELC_PET_PI,DK,2016,567
A,NR,ELC_PET_PI,DK,2017,620
A,NR,ELC_PET_PI,DK,2018,3125
A,NR,ELC_PET_PI,DK,2019,3767
A,NR,ELC_PET_PI,DK,2020,17747
A,NR,ELC_PET_PI,DK,2021,39317
A,NR,ELC_PET_PI,DK,2022,25594
A,NR,ELC_PET_PI,DK,2023,16945
A,NR,ELC_PET_PI,DK,2024,6958
A,NR,ELC_PET_PI,EE,2021,222
A,NR,ELC_PET_PI,EE,2022,362
A,NR,ELC_PET_PI,EE,2023,535
A,NR,ELC_PET_PI,EE,2024,1243
A,NR,ELC_PET_PI,EL,2022,5322
A,NR,ELC_PET_PI,EL,2023,8475
A,NR,ELC_PET_PI,EL,2024,8039
A,NR,ELC_PET_PI,ES,2015,57
A,NR,ELC_PET_PI,ES,2016,142
A,NR,ELC_PET_PI,ES,2017,509
A,NR,ELC_PET_PI,ES,2018,1909
A,NR,ELC_PET_PI,ES,2019,5511
A,NR,ELC_PET_PI,ES,2020,21350
A,NR,ELC_PET_PI,ES,2021,40927
A,NR,ELC_PET_PI,ES,2022,45948
A,NR,ELC_PET_PI,ES,2023,61038
A,NR,ELC_PET_PI,ES,2024,54931
A,NR,ELC_PET_PI,FI,2015,400
A,NR,ELC_PET_PI,FI,2016,1116
A,NR,ELC_PET_PI,FI,2017,2401
A,NR,ELC_PET_PI,FI,2018,4797
A,NR,ELC_PET_PI,FI,2019,5808
A,NR,ELC_PET_PI,FI,2020,12796
A,NR,ELC_PET_PI,FI,2021,19524
A,NR,ELC_PET_PI,FI,2022,15770
A,NR,ELC_PET_PI,FI,2023,17867
A,NR,ELC_PET_PI,FI,2024,14667
A,NR,ELC_PET_PI,FR,2015,5587
A,NR,ELC_PET_PI,FR,2016,7218
A,NR,ELC_PET_PI,FR,2017,11801
A,NR,ELC_PET_PI,FR,2018,14507
A,NR,ELC_PET_PI,FR,2019,18010
A,NR,ELC_PET_PI,FR,2020,72565
A,NR,ELC_PET_PI,FR,2021,134006
A,NR,ELC_PET_PI,FR,2022,121196
A,NR,ELC_PET_PI,FR,2023,158373
A,NR,ELC_PET_PI,FR,2024,140074
A,NR,ELC_PET_PI,HR,2020,143
A,NR,ELC_PET_PI,HR,2022,689
A,NR,ELC_PET_PI,HR,2023,783
A,NR,ELC_PET_PI,HR,2024,350
A,NR,ELC_PET_PI,HU,2020,2660
A,NR,ELC_PET_PI,HU,2021,3591
A,NR,ELC_PET_PI,HU,2022,4233
A,NR,ELC_PET_PI,HU,2023,4804
A,NR,ELC_PET_PI,HU,2024,4937
A,NR,ELC_PET_PI,IE,2017,327
A,NR,ELC_PET_PI,IE,2018,737
A,NR,ELC_PET_PI,IE,2019,1447
A,NR,ELC_PET_PI,IE,2020,2482
A,NR,ELC_PET_PI,IE,2021,7698
A,NR,ELC_PET_PI,IE,2022,7261
A,NR,ELC_PET_PI,IE,2023,10183
A,NR,ELC_PET_PI,IE,2024,11148
A,NR,ELC_PET_PI,IT,2021,60940
A,NR,ELC_PET_PI,IT,2022,56400
A,NR,ELC_PET_PI,IT,2023,60219
A,NR,ELC_PET_PI,IT,2024,45189
A,NR,ELC_PET_PI,LT,2021,400
A,NR,ELC_PET_PI,LT,2022,740
A,NR,ELC_PET_PI,LT,2023,787
A,NR,ELC_PET_PI,LT,2024,1674
A,NR,ELC_PET_PI,LU,2015,25
A,NR,ELC_PET_PI,LU,2016,108
A,NR,ELC_PET_PI,LU,2017,673
A,NR,ELC_PET_PI,LU,2018,703
A,NR,ELC_PET_PI,LU,2019,844
A,NR,ELC_PET_PI,LU,2020,2365
A,NR,ELC_PET_PI,LU,2021,3825
A,NR,ELC_PET_PI,LU,2022,3444
A,NR,ELC_PET_PI,LU,2023,4638
A,NR,ELC_PET_PI,LU,2024,3636
A,NR,ELC_PET_PI,LV,2022,301
A,NR,ELC_PET_PI,LV,2023,352
A,NR,ELC_PET_PI,LV,2024,765
A,NR,ELC_PET_PI,MT,2019,0
A,NR,ELC_PET_PI,MT,2020,215
A,NR,ELC_PET_PI,MT,2021,668
A,NR,ELC_PET_PI,MT,2022,1206
A,NR,ELC_PET_PI,MT,2023,962
A,NR,ELC_PET_PI,MT,2024,492
A,NR,ELC_PET_PI,NL,2021,30991
A,NR,ELC_PET_PI,NL,2022,34742
A,NR,ELC_PET_PI,NL,2023,47096
A,NR,ELC_PET_PI,NL,2024,52757
A,NR,ELC_PET_PI,PL,2015,141
A,NR,ELC_PET_PI,PL,2016,332
A,NR,ELC_PET_PI,PL,2017,444
A,NR,ELC_PET_PI,PL,2018,530
A,NR,ELC_PET_PI,PL,2019,927
A,NR,ELC_PET_PI,PL,2020,3520
A,NR,ELC_PET_PI,PL,2021,7045
A,NR,ELC_PET_PI,PL,2022,7852
A,NR,ELC_PET_PI,PL,2023,10800
A,NR,ELC_PET_PI,PL,2024,12198
A,NR,ELC_PET_PI,PT,2017,2399
A,NR,ELC_PET_PI,PT,2018,3888
A,NR,ELC_PET_PI,PT,2019,4671
A,NR,ELC_PET_PI,PT,2020,10010
A,NR,ELC_PET_PI,PT,2021,13543
A,NR,ELC_PET_PI,PT,2022,14878
A,NR,ELC_PET_PI,PT,2023,25942
A,NR,ELC_PET_PI,PT,2024,25935
A,NR,ELC_PET_PI,RO,2020,953
A,NR,ELC_PET_PI,RO,2021,2316
A,NR,ELC_PET_PI,RO,2022,3043
A,NR,ELC_PET_PI,RO,2023,2648
A,NR,ELC_PET_PI,RO,2024,6165
A,NR,ELC_PET_PI,SE,2015,5173
A,NR,ELC_PET_PI,SE,2016,8964
A,NR,ELC_PET_PI,SE,2017,14874
A,NR,ELC_PET_PI,SE,2018,20541
A,NR,ELC_PET_PI,SE,2019,23992
A,NR,ELC_PET_PI,SE,2020,62954
A,NR,ELC_PET_PI,SE,2021,73848
A,NR,ELC_PET_PI,SE,2022,63911
A,NR,ELC_PET_PI,SE,2023,59364
A,NR,ELC_PET_PI,SE,2024,59734
A,NR,ELC_PET_PI,SI,2020,39
A,NR,ELC_PET_PI,SI,2021,191
A,NR,ELC_PET_PI,SI,2022,602
A,NR,ELC_PET_PI,SI,2023,1074
A,NR,ELC_PET_PI,SI,2024,1143
A,NR,ELC_PET_PI,SK,2020,863
A,NR,ELC_PET_PI,SK,2021,1166
A,NR,ELC_PET_PI,SK,2022,1456
A,NR,ELC_PET_PI,SK,2023,2997
A,NR,ELC_PET_PI,SK,2024,2100
A,NR,GAS,AT,2015,167
A,NR,GAS,AT,2016,119
A,NR,GAS,AT,2017,114
A,NR,GAS,AT,2018,110
A,NR,GAS,AT,2019,421
A,NR,GAS,AT,2020,386
A,NR,GAS,AT,2021,70
A,NR,GAS,AT,2022,51
A,NR,GAS,AT,2023,6
A,NR,GAS,AT,2024,11
A,NR,GAS,BE,2015,135
A,NR,GAS,BE,2016,790
A,NR,GAS,BE,2017,741
A,NR,GAS,BE,2018,950
A,NR,GAS,BE,2019,3147
A,NR,GAS,BE,2020,2796
A,NR,GAS,BE,2021,913
A,NR,GAS,BE,2022,400
A,NR,GAS,BE,2023,91
A,NR,GAS,BE,2024,11
A,NR,GAS,BG,2015,215
A,NR,GAS,BG,2016,56
A,NR,GAS,BG,2017,215
A,NR,GAS,BG,2018,292
A,NR,GAS,BG,2019,450
A,NR,GAS,BG,2020,161
A,NR,GAS,BG,2021,93
A,NR,GAS,BG,2022,0
A,NR,GAS,BG,2023,0
A,NR,GAS,BG,2024,0
A,NR,GAS,CY,2015,0
A,NR,GAS,CY,2016,0
A,NR,GAS,CY,2017,0
A,NR,GAS,CY,2018,0
A,NR,GAS,CY,2019,0
A,NR,GAS,CY,2020,0
A,NR,GAS,CY,2021,0
A,NR,GAS,CY,2022,0
A,NR,GAS,CY,2023,0
A,NR,GAS,CY,2024,0
A,NR,GAS,CZ,2020,1306
A,NR,GAS,CZ,2021,840
A,NR,GAS,CZ,2022,804
A,NR,GAS,CZ,2023,455
A,NR,GAS,CZ,2024,216
A,NR,GAS,DE,2015,5285
A,NR,GAS,DE,2016,3240
A,NR,GAS,DE,2017,3723
A,NR,GAS,DE,2018,10804
A,NR,GAS,DE,2019,7623
A,NR,GAS,DE,2020,7159
A,NR,GAS,DE,2021,3916
A,NR,GAS,DE,2022,1846
A,NR,GAS,DE,2023,1327
A,NR,GAS,DE,2024,137
A,NR,GAS,DK,2015,36
A,NR,GAS,DK,2016,36
A,NR,GAS,DK,2017,47
A,NR,GAS,DK,2018,7
A,NR,GAS,DK,2019,6
A,NR,GAS,DK,2020,0
A,NR,GAS,DK,2021,0
A,NR,GAS,DK,2022,0
A,NR,GAS,DK,2023,0
A,NR,GAS,DK,2024,0
A,NR,GAS,EE,2015,16
A,NR,GAS,EE,2016,3
A,NR,GAS,EE,2017,9
A,NR,GAS,EE,2018,3
A,NR,GAS,EE,2019,578
A,NR,GAS,EE,2020,664
A,NR,GAS,EE,2021,466
A,NR,GAS,EE,2022,285
A,NR,GAS,EE,2023,66
A,NR,GAS,EE,2024,146
A,NR,GAS,EL,2021,1099
A,NR,GAS,EL,2022,644
A,NR,GAS,EL,2023,397
A,NR,GAS,EL,2024,39
A,NR,GAS,ES,2015,160
A,NR,GAS,ES,2016,70
A,NR,GAS,ES,2017,119
A,NR,GAS,ES,2018,429
A,NR,GAS,ES,2019,5914
A,NR,GAS,ES,2020,3782
A,NR,GAS,ES,2021,1195
A,NR,GAS,ES,2022,403
A,NR,GAS,ES,2023,148
A,NR,GAS,ES,2024,101
A,NR,GAS,FI,2015,18
A,NR,GAS,FI,2016,38
A,NR,GAS,FI,2017,65
A,NR,GAS,FI,2018,182
A,NR,GAS,FI,2019,2135
A,NR,GAS,FI,2020,1841
A,NR,GAS,FI,2021,909
A,NR,GAS,FI,2022,595
A,NR,GAS,FI,2023,453
A,NR,GAS,FI,2024,114
A,NR,GAS,FR,2015,46
A,NR,GAS,FR,2016,10
A,NR,GAS,FR,2017,26
A,NR,GAS,FR,2018,20
A,NR,GAS,FR,2019,230
A,NR,GAS,FR,2020,320
A,NR,GAS,FR,2021,170
A,NR,GAS,FR,2022,109
A,NR,GAS,FR,2023,98
A,NR,GAS,FR,2024,81
A,NR,GAS,HR,2016,2
A,NR,GAS,HR,2017,1
A,NR,GAS,HR,2018,2
A,NR,GAS,HR,2019,3
A,NR,GAS,HR,2020,1
A,NR,GAS,HU,2015,1
A,NR,GAS,HU,2016,4
A,NR,GAS,HU,2017,5
A,NR,GAS,HU,2018,9
A,NR,GAS,HU,2019,3
A,NR,GAS,HU,2020,2
A,NR,GAS,HU,2021,5
A,NR,GAS,HU,2022,4
A,NR,GAS,HU,2023,0
A,NR,GAS,HU,2024,0
A,NR,GAS,IT,2015,62939
A,NR,GAS,IT,2016,43787
A,NR,GAS,IT,2017,32659
A,NR,GAS,IT,2018,37416
A,NR,GAS,IT,2019,38159
A,NR,GAS,IT,2020,32455
A,NR,GAS,IT,2021,31695
A,NR,GAS,IT,2022,10740
A,NR,GAS,IT,2023,1855
A,NR,GAS,IT,2024,1268
A,NR,GAS,LT,2015,0
A,NR,GAS,LT,2017,0
A,NR,GAS,LT,2022,0
A,NR,GAS,LT,2023,0
A,NR,GAS,LT,2024,0
A,NR,GAS,LU,2021,3
A,NR,GAS,LU,2022,2
A,NR,GAS,LU,2023,0
A,NR,GAS,LU,2024,1
A,NR,GAS,LV,2016,4
A,NR,GAS,LV,2017,11
A,NR,GAS,LV,2018,4
A,NR,GAS,LV,2019,15
A,NR,GAS,LV,2020,35
A,NR,GAS,LV,2021,19
A,NR,GAS,LV,2022,24
A,NR,GAS,LV,2023,3
A,NR,GAS,LV,2024,0
A,NR,GAS,MT,2015,0
A,NR,GAS,MT,2016,0
A,NR,GAS,MT,2017,0
A,NR,GAS,MT,2018,0
A,NR,GAS,MT,2019,0
A,NR,GAS,MT,2020,0
A,NR,GAS,MT,2021,0
A,NR,GAS,MT,2022,0
A,NR,GAS,MT,2023,0
A,NR,GAS,MT,2024,0
A,NR,GAS,NL,2015,678
A,NR,GAS,NL,2016,658
A,NR,GAS,NL,2017,1268
A,NR,GAS,NL,2018,990
A,NR,GAS,NL,2019,295
A,NR,GAS,NL,2020,60
A,NR,GAS,NL,2021,39
A,NR,GAS,NL,2022,16
A,NR,GAS,NL,2023,6
A,NR,GAS,NL,2024,0
A,NR,GAS,PL,2020,27
A,NR,GAS,PL,2021,5
A,NR,GAS,PL,2022,0
A,NR,GAS,PL,2023,0
A,NR,GAS,PL,2024,0
A,NR,GAS,PT,2017,7
A,NR,GAS,PT,2018,1
A,NR,GAS,PT,2019,42
A,NR,GAS,PT,2020,30
A,NR,GAS,PT,2021,31
A,NR,GAS,PT,2022,10
A,NR,GAS,PT,2023,2
A,NR,GAS,PT,2024,0
A,NR,GAS,SE,2015,886
A,NR,GAS,SE,2016,499
A,NR,GAS,SE,2017,781
A,NR,GAS,SE,2018,592
A,NR,GAS,SE,2019,4535
A,NR,GAS,SE,2020,3248
A,NR,GAS,SE,2021,1484
A,NR,GAS,SE,2022,1879
A,NR,GAS,SE,2023,2004
A,NR,GAS,SE,2024,1083
A,NR,GAS,SI,2015,40
A,NR,GAS,SI,2016,9
A,NR,GAS,SI,2017,43
A,NR,GAS,SI,2018,13
A,NR,GAS,SI,2019,27
A,NR,GAS,SI,2020,46
A,NR,GAS,SI,2021,16
A,NR,GAS,SI,2022,6
A,NR,GAS,SI,2023,0
A,NR,GAS,SI,2024,0
A,NR,GAS,SK,2015,121
A,NR,GAS,SK,2016,188
A,NR,GAS,SK,2017,119
A,NR,GAS,SK,2018,189
A,NR,GAS,SK,2019,152
A,NR,GAS,SK,2020,404
A,NR,GAS,SK,2021,234
A,NR,GAS,SK,2022,291
A,NR,GAS,SK,2023,122
A,NR,GAS,SK,2024,120
A,NR,HYD_FCELL,AT,2015,9
A,NR,HYD_FCELL,AT,2016,5
A,NR,HYD_FCELL,AT,2017,0
A,NR,HYD_FCELL,AT,2018,7
A,NR,HYD_FCELL,AT,2019,19
A,NR,HYD_FCELL,AT,2020,14
A,NR,HYD_FCELL,AT,2021,14
A,NR,HYD_FCELL,AT,2022,14
A,NR,HYD_FCELL,AT,2023,10
A,NR,HYD_FCELL,AT,2024,1
A,NR,HYD_FCELL,BE,2015,0
A,NR,HYD_FCELL,BE,2016,0
A,NR,HYD_FCELL,BE,2017,0
A,NR,HYD_FCELL,BE,2018,0
A,NR,HYD_FCELL,BE,2019,4
A,NR,HYD_FCELL,BE,2020,2
A,NR,HYD_FCELL,BE,2021,1
A,NR,HYD_FCELL,BE,2022,2
